0.6305902	0.011577056	0.6962193	-2.821297	1.076092	-1.3178849	0.9323214	3.0196297	1.1780359	0.14593922	1.2329905	1.6666434	3.6173525	-2.0315542	1.3528471	-0.8884676	1.14847	0.03734678	1.603572	1.0314654	-1.3801186	1.2728686	-0.7699616	-1.5744561	-1.5759789	0.46960077	1.4939753	0.77109	0.51664937	1.8872471
-0.98231393	2.1675558	-0.9037401	-1.1377406	0.4311725	-0.3555969	-1.2983364	1.2825711	1.2978734	1.7206712	-2.140754	1.677399	1.401423	-1.7203411	0.025372801	0.69517016	0.6731807	1.5973064	-1.0313743	-1.4143068	0.8311082	-1.218148	1.1308471	-1.4520386	-0.61008257	2.6470199	-2.2333524	-2.8372533	1.329882	0.09222906
-0.13831365	0.53735113	-1.2826517	-1.3891243	-1.3914211	0.14125581	-0.54027456	-0.9603996	0.60656977	-1.8097315	-1.7144307	1.4892758	0.6204624	-0.6856438	1.1655668	-1.724871	0.98845714	-1.1623706	1.4439228	0.2598051	-0.008251801	-0.016658295	-0.003920653	-0.21912971	1.0818989	-0.3128817	-0.9099612	1.2407464	0.49994135	-1.4580244
0.99900836	0.38435474	-0.1076577	-0.8304983	2.3830183	-1.2382834	0.9518929	1.1746725	-0.07826268	-1.4760368	-0.17770079	-1.3222755	-1.503157	0.9356993	0.35442808	1.5582874	2.189136	0.863343	-0.48057926	-0.5609642	1.3847157	-2.394976	-0.23027252	0.8964166	1.8043827	-2.049916	-0.15388767	0.3152444	1.4424548	-1.0187745
-1.0197202	-0.14572786	-0.5953115	0.5307553	1.3058878	1.134856	-0.011566333	-1.2403483	-0.39837494	1.7108005	-1.419258	2.7304618	0.7515178	0.64996445	0.9498905	1.2927344	0.20277227	1.2976651	-0.79111326	-0.94051516	-1.0487587	2.9397635	-0.15787767	0.35770193	1.7177227	-1.9702541	0.59260124	0.37751424	1.7715232	-0.8474031
-0.5968165	-0.38593447	-0.2169248	0.8295941	0.94514465	0.16958997	-1.1907339	0.5455721	-0.28715396	1.8061397	-2.1240113	2.6726007	0.6526118	-1.7721536	-0.32713464	0.43446556	0.26188865	-2.6815405	-0.7689289	1.0356402	-1.1575539	-0.73120487	-1.3488715	0.72587377	2.4554505	-1.5058224	-1.0089995	-1.41087	0.620708	-1.0670427
-0.1735272	-0.87655216	-3.1662364	-0.38394904	-0.71301633	1.2135633	-0.73761153	-2.9792266	0.9134935	-1.7718741	-1.5700346	-0.36777186	1.1784425	-0.8030495	-0.90642506	1.860241	-2.058781	1.2815422	-0.6507482	1.3810319	-0.78863126	-0.521496	-1.1603754	-1.1690327	0.11434077	-1.6722726	-1.1029993	0.9716216	0.9191085	1.1400784
-1.4848768	0.541866	-1.2105421	-1.4227155	1.8121235	0.98317134	-0.79725957	2.322636	1.4001671	0.047418293	-1.1020592	1.6710857	-1.3547505	-0.6433722	1.896751	-1.19557	0.90557224	1.3568184	-0.76356614	1.3280412	2.4703848	0.600345	-2.308531	-1.6800396	-1.4314103	0.014319646	-0.22109593	-2.416546	-0.03552788	-1.1656957
1.1213893	-1.4718131	-0.27892062	-2.048737	-1.5504817	0.27553418	-1.1264429	-0.918582	3.2294266	-1.4605072	-0.44704157	1.8987327	0.12200687	0.63489294	1.107368	0.8958853	-1.2715846	-0.11458282	-0.76468843	-0.23263988	-0.5930226	-0.69420284	-0.7544656	-1.1620171	-0.6651795	0.91571975	-1.3052629	-0.90763164	1.5708736	2.1255443
-1.9740779	-1.1102239	0.54081935	-0.78487974	0.29907382	2.403357	3.3549058	-0.26511005	0.6437324	0.4282822	1.3612088	1.773252	2.9506223	-0.49724078	0.038552053	1.5337708	-0.79944426	-0.030270709	2.0919006	-0.53402555	0.96076864	-0.2647756	1.5373955	0.13786466	-0.37629825	-2.9457438	1.7531736	0.68427813	0.40625468	-1.6195424
